LOANID,MONTHEND,loan_status,PRIN_BAL,CURR_MO_PRIN_PD,CURR_MO_INT_PD,CUR_DUE_AMT,IRB,PAST_DUE_AMTpif,INT_RATEpif,PassId,studentfutureid,period,month
1,0000-00-00,30,13917.99,45.44,44.69,90.13,24.42,90.13,0.0402,0,1,261,0
1,0000-00-00,30,13872.55,44.01,46.63,90.64,24.42,90.13,0.0402,0,1,262,1
1,0000-00-00,30,13828.53693,44.16,46.47,90.63,24.42,90.13,0.0402,0,1,263,2
1,0000-00-00,30,13784.38097,44.3,46.33,90.63,24.42,90.13,0.0402,0,1,264,3
1,0000-00-00,30,13740.07662,44.45,46.18,90.63,24.42,90.13,0.0402,0,1,265,4
1,0000-00-00,30,13695.62337,44.6,46.03,90.63,24.42,90.13,0.0402,0,1,266,5
1,0000-00-00,30,13651.02072,44.75,45.88,90.63,24.42,90.13,0.0402,0,1,267,6
1,0000-00-00,30,13606.26817,44.9,45.73,90.63,24.42,90.13,0.0402,0,1,268,7
1,0000-00-00,30,13561.3652,45.05,45.58,90.63,24.42,90.13,0.0402,0,1,269,8
1,0000-00-00,30,13516.3113,45.21,45.43,90.64,24.42,90.13,0.0402,0,1,270,9
1,0000-00-00,30,13471.10598,45.36,45.28,90.64,24.42,90.13,0.0402,0,1,271,10
1,0000-00-00,30,13425.7487,45.51,45.13,90.64,24.42,90.13,0.0402,0,1,272,11
1,0000-00-00,30,13380.23897,45.66,44.98,90.64,24.42,90.13,0.0402,0,1,273,12
8,0000-00-00,30,959.95,47.64,2.36,50,1.24,50,0.0302,0,1,274,0
8,0000-00-00,30,912.31,52.2,2.42,54.61,1.24,50,0.0302,0,1,275,1
8,0000-00-00,30,860.1111939,52.59,2.3,54.89,1.24,50,0.0302,0,1,276,2
8,0000-00-00,30,807.518214,52.75,2.16,54.91,1.24,50,0.0302,0,1,277,3
8,0000-00-00,30,754.768701,52.89,2.03,54.92,1.24,50,0.0302,0,1,278,4
8,0000-00-00,30,701.8761821,53.04,1.9,54.94,1.24,50,0.0302,0,1,279,5
8,0000-00-00,30,648.8405017,53.18,1.77,54.95,1.24,50,0.0302,0,1,280,6
8,0000-00-00,30,595.6605011,53.33,1.63,54.96,1.24,50,0.0302,0,1,281,7
8,0000-00-00,30,542.334803,53.47,1.5,54.97,1.24,50,0.0302,0,1,282,8
8,0000-00-00,30,488.8618225,53.62,1.36,54.99,1.24,50,0.0302,0,1,283,9
8,0000-00-00,30,435.2397061,53.77,1.23,55,1.24,50,0.0302,0,1,284,10
8,0000-00-00,30,381.4662362,53.93,1.1,55.02,1.24,50,0.0302,0,1,285,11
8,0000-00-00,30,327.5386833,54.09,0.96,55.05,1.24,50,0.0302,0,1,286,12
9,0000-00-00,73,7130.88,0,0,76.93,2645.48,76.93,0.1027,0,1,287,0
9,0000-00-00,73,7130.88,0,0,77.81,2706.51,76.93,0.1027,0,1,288,1
9,0000-00-00,73,7130.88,0,0,77.99,2767.54,76.93,0.1027,0,1,289,2
9,0000-00-00,73,7130.88,0,0,78.18,2828.57,76.93,0.1027,0,1,290,3
9,0000-00-00,73,7130.88,0,0,78.37,2889.59,76.93,0.1027,0,1,291,4
9,0000-00-00,73,7130.88,0,0,78.56,2950.62,76.93,0.1027,0,1,292,5
9,0000-00-00,73,7130.88,0,0,78.75,3011.65,76.93,0.1027,0,1,293,6
9,0000-00-00,33,7130.88,0,0,78.95,3072.68,76.93,0.1027,0,1,294,7
9,0000-00-00,33,7130.88,0,0,79.15,3133.71,76.93,0.1027,0,1,295,8
9,0000-00-00,33,7130.88,0,0,79.35,3194.74,76.93,0.1027,0,1,296,9
9,0000-00-00,33,7130.88,0,0,79.55,3255.76,76.93,0.1027,0,1,297,10
9,0000-00-00,33,7130.88,0,0,79.76,3316.79,76.93,0.1027,0,1,298,11
9,0000-00-00,33,7130.88,0,0,79.97,3377.82,76.93,0.1027,0,1,299,12
11,0000-00-00,33,34232.11,0,0,253.12,183.68,253.12,0.0417,0,1,300,0
11,0000-00-00,33,34232.11,0,0,256.14,302.64,253.12,0.0417,0,1,301,1
11,0000-00-00,33,34232.11,0,0,257.17,421.59,253.12,0.0417,0,1,302,2
11,0000-00-00,33,34232.11,0,0,258.21,540.55,253.12,0.0417,0,1,303,3
11,0000-00-00,33,34232.11,0,0,259.26,659.51,253.12,0.0417,0,1,304,4
11,0000-00-00,33,34232.11,0,0,260.33,778.46,253.12,0.0417,0,1,305,5
11,0000-00-00,33,34232.11,0,0,261.41,897.42,253.12,0.0417,0,1,306,6
11,0000-00-00,33,34232.11,0,0,262.5,1016.38,253.12,0.0417,0,1,307,7
11,0000-00-00,33,34232.11,0,0,263.61,1135.33,253.12,0.0417,0,1,308,8
11,0000-00-00,33,34232.11,0,0,264.73,1254.29,253.12,0.0417,0,1,309,9
11,0000-00-00,33,34232.11,0,0,265.86,1373.25,253.12,0.0417,0,1,310,10
11,0000-00-00,33,34232.11,0,0,267.01,1492.2,253.12,0.0417,0,1,311,11
11,0000-00-00,33,34232.11,0,0,268.17,1611.16,253.12,0.0417,0,1,312,12
12,0000-00-00,30,17373.25,360.6,89.4,0,1.79,0,0.0377,150,1,313,0
12,0000-00-00,33,17012.65,0,0,126.51,56.37,0,0.0377,150,1,314,1
12,0000-00-00,30,17069.02096,70.96,53.45,124.4,0,0,0.0377,0,1,315,2
12,0000-00-00,33,16998.06526,0,0,125.34,53.63,0,0.0377,0,1,316,3
12,0000-00-00,30,17051.69044,143.34,106.4,125.34,0,0,0.0377,0,1,317,4
12,0000-00-00,30,16908.34613,72.7,53.57,126.27,0,0,0.0377,0,1,318,5
12,0000-00-00,33,16835.64266,0,0,125.75,53.12,0,0.0377,0,1,319,6
12,0000-00-00,30,16888.76304,146.02,106.01,125.75,0,0,0.0377,0,1,320,7
12,0000-00-00,33,16742.74573,0,0,126.69,53.06,0,0.0377,0,1,321,8
12,0000-00-00,30,16795.8046,146.86,105.03,126.15,0,0,0.0377,0,1,322,9
12,0000-00-00,33,16648.94198,0,0,127.11,52.77,0,0.0377,0,1,323,10
12,0000-00-00,30,16701.7088,148.26,104.44,126.55,0,0,0.0377,0,1,324,11
12,0000-00-00,33,16553.44877,0,0,127.52,52.47,0,0.0377,0,1,325,12
13,0000-00-00,30,23619.24,92.34,68.52,160.86,31.69,160.86,0.0377,0,1,326,0
13,0000-00-00,30,23526.9,87.97,74.2,162.18,31.69,160.86,0.0377,0,1,327,1
13,0000-00-00,30,23438.92847,88.23,73.91,162.15,31.69,160.86,0.0377,0,1,328,2
13,0000-00-00,30,23350.69695,88.51,73.64,162.15,31.69,160.86,0.0377,0,1,329,3
13,0000-00-00,30,23262.18725,88.79,73.36,162.15,31.69,160.86,0.0377,0,1,330,4
13,0000-00-00,30,23173.39843,89.07,73.08,162.15,31.69,160.86,0.0377,0,1,331,5
13,0000-00-00,30,23084.32959,89.35,72.8,162.15,31.69,160.86,0.0377,0,1,332,6
13,0000-00-00,30,22994.97985,89.63,72.52,162.15,31.69,160.86,0.0377,0,1,333,7
13,0000-00-00,30,22905.34831,89.91,72.24,162.16,31.69,160.86,0.0377,0,1,334,8
13,0000-00-00,30,22815.43408,90.2,71.96,162.16,31.69,160.86,0.0377,0,1,335,9
13,0000-00-00,30,22725.23625,90.48,71.68,162.16,31.69,160.86,0.0377,0,1,336,10
13,0000-00-00,30,22634.75393,90.77,71.4,162.16,31.69,160.86,0.0377,0,1,337,11
13,0000-00-00,30,22543.98621,91.05,71.11,162.16,31.69,160.86,0.0377,0,1,338,12
14,0000-00-00,30,16826.2,32.01,131.16,163.17,53.72,163.17,0.0897,0,1,339,0
14,0000-00-00,30,16794.19,38.43,125.78,164.21,53.72,163.17,0.0897,0,1,340,1
14,0000-00-00,30,16755.75607,38.74,125.54,164.27,53.72,163.17,0.0897,0,1,341,2
14,0000-00-00,30,16717.02004,39.03,125.25,164.28,53.72,163.17,0.0897,0,1,342,3
14,0000-00-00,30,16677.99374,39.32,124.96,164.28,53.72,163.17,0.0897,0,1,343,4
14,0000-00-00,30,16638.67505,39.61,124.67,164.28,53.72,163.17,0.0897,0,1,344,5
14,0000-00-00,30,16599.06175,39.91,124.37,164.28,53.72,163.17,0.0897,0,1,345,6
14,0000-00-00,30,16559.15163,40.21,124.08,164.29,53.72,163.17,0.0897,0,1,346,7
14,0000-00-00,30,16518.94247,40.51,123.78,164.29,53.72,163.17,0.0897,0,1,347,8
14,0000-00-00,30,16478.43201,40.81,123.48,164.29,53.72,163.17,0.0897,0,1,348,9
14,0000-00-00,30,16437.61799,41.12,123.18,164.3,53.72,163.17,0.0897,0,1,349,10
14,0000-00-00,30,16396.49814,41.43,122.87,164.3,53.72,163.17,0.0897,0,1,350,11
14,0000-00-00,30,16355.07013,41.74,122.56,164.3,53.72,163.17,0.0897,0,1,351,12
15,0000-00-00,30,11770.35,9.11,119.95,127.15,72.64,127.15,0.1127,1.91,1,352,0
15,0000-00-00,30,11761.24,16.92,110.54,127.47,72.64,127.15,0.1127,0,1,353,1
15,0000-00-00,30,11744.31613,17.09,110.46,127.55,72.64,127.15,0.1127,0,1,354,2
15,0000-00-00,30,11727.22197,17.25,110.3,127.55,72.64,127.15,0.1127,0,1,355,3
15,0000-00-00,30,11709.96701,17.42,110.14,127.56,72.64,127.15,0.1127,0,1,356,4
15,0000-00-00,30,11692.54976,17.58,109.98,127.56,72.64,127.15,0.1127,0,1,357,5
15,0000-00-00,33,11674.96869,0,0,127.56,182.45,127.15,0.1127,0,1,358,6
15,0000-00-00,30,11857.42122,35.83,219.29,127.56,0,127.15,0.1127,0,1,359,7
15,0000-00-00,30,11821.59501,18.39,111.36,129.75,0,127.15,0.1127,0,1,360,8
15,0000-00-00,30,11803.20262,18.54,111.02,129.56,0,127.15,0.1127,0,1,361,9
15,0000-00-00,30,11784.66484,18.71,110.85,129.56,0,127.15,0.1127,0,1,362,10
15,0000-00-00,30,11765.95272,18.89,110.68,129.57,0,127.15,0.1127,0,1,363,11
15,0000-00-00,30,11747.06459,19.07,110.5,129.57,0,127.15,0.1127,0,1,364,12
16,0000-00-00,30,4591.97,39.1,10.9,50,5.92,50,0.0302,0,1,365,0
16,0000-00-00,30,4552.87,39.11,11.56,50.67,5.92,50,0.0302,0,1,366,1
16,0000-00-00,30,4513.760876,39.21,11.46,50.67,5.92,50,0.0302,0,1,367,2
16,0000-00-00,30,4474.553249,39.31,11.36,50.67,5.92,50,0.0302,0,1,368,3
16,0000-00-00,30,4435.246092,39.41,11.26,50.67,5.92,50,0.0302,0,1,369,4
16,0000-00-00,30,4395.839135,39.51,11.16,50.67,5.92,50,0.0302,0,1,370,5
16,0000-00-00,30,4356.332115,39.61,11.06,50.67,5.92,50,0.0302,0,1,371,6
16,0000-00-00,30,4316.724767,39.71,10.96,50.67,5.92,50,0.0302,0,1,372,7
16,0000-00-00,30,4277.016827,39.81,10.86,50.67,5.92,50,0.0302,0,1,373,8
16,0000-00-00,30,4237.208027,39.91,10.76,50.67,5.92,50,0.0302,0,1,374,9
16,0000-00-00,30,4197.298101,40.01,10.66,50.67,5.92,50,0.0302,0,1,375,10
16,0000-00-00,30,4157.286779,40.11,10.56,50.68,5.92,50,0.0302,0,1,376,11
16,0000-00-00,30,4117.173794,40.21,10.46,50.68,5.92,50,0.0302,0,1,377,12
17,0000-00-00,30,4034.4,40.23,9.77,50,6,50,0.0302,0,1,378,0
17,0000-00-00,30,3994.17,40.5,10.15,50.65,6,50,0.0302,0,1,379,1
17,0000-00-00,33,3953.670149,0,0,50.66,16.05,50,0.0302,0,1,380,2
17,0000-00-00,30,3969.722143,81.41,19.9,50.66,0,50,0.0302,0,1,381,3
17,0000-00-00,30,3888.310402,41.4,9.99,51.39,0,50,0.0302,0,1,382,4
17,0000-00-00,30,3846.908193,41.08,9.79,50.87,0,50,0.0302,0,1,383,5
17,0000-00-00,30,3805.824527,41.18,9.68,50.87,0,50,0.0302,0,1,384,6
17,0000-00-00,30,3764.640878,41.29,9.58,50.87,0,50,0.0302,0,1,385,7
17,0000-00-00,33,3723.352498,0,0,50.87,9.47,50,0.0302,0,1,386,8
17,0000-00-00,30,3732.826844,83,18.74,50.87,0,50,0.0302,0,1,387,9
17,0000-00-00,30,3649.8316,42.18,9.39,51.57,0,50,0.0302,0,1,388,10
17,0000-00-00,30,3607.652404,41.82,9.19,51,0,50,0.0302,0,1,389,11
17,0000-00-00,30,3565.834704,41.92,9.08,51,0,50,0.0302,0,1,390,12
18,0000-00-00,10,13759.35,0,0,0,1281.67,0,0.0302,0,1,391,0
18,0000-00-00,10,13759.35,0,0,50,1316.3,0,0.0302,0,1,392,1
18,0000-00-00,10,13759.35,0,0,50,1350.93,0,0.0302,0,1,393,2
18,0000-00-00,10,13759.35,0,0,50,1385.55,0,0.0302,0,1,394,3
18,0000-00-00,10,13759.35,0,0,50,1420.18,0,0.0302,0,1,395,4
18,0000-00-00,10,13759.35,0,0,50,1454.81,0,0.0302,0,1,396,5
18,0000-00-00,10,13759.35,0,0,50,1489.44,0,0.0302,0,1,397,6
18,0000-00-00,10,13759.35,0,0,50,1524.06,0,0.0302,0,1,398,7
18,0000-00-00,10,13759.35,0,0,50,1558.69,0,0.0302,0,1,399,8
18,0000-00-00,10,13759.35,0,0,50,1593.32,0,0.0302,0,1,400,9
18,0000-00-00,10,13759.35,0,0,50,1627.95,0,0.0302,0,1,401,10
18,0000-00-00,10,13759.35,0,0,50,1662.57,0,0.0302,0,1,402,11
18,0000-00-00,10,13759.35,0,0,50,1697.2,0,0.0302,0,1,403,12
19,0000-00-00,30,14179.18,333.17,66.83,0,1.17,0,0.0302,200,1,404,0
19,0000-00-00,30,13846.01,54.98,35.68,90.67,1.17,0,0.0302,0,1,405,1
19,0000-00-00,30,13791.02912,54.03,34.85,88.88,1.17,0,0.0302,0,1,406,2
19,0000-00-00,30,13736.99549,54.17,34.71,88.87,1.17,0,0.0302,0,1,407,3
19,0000-00-00,30,13682.8296,54.3,34.57,88.87,1.17,0,0.0302,0,1,408,4
19,0000-00-00,30,13628.52686,54.44,34.44,88.88,1.17,0,0.0302,0,1,409,5
19,0000-00-00,30,13574.08692,54.58,34.3,88.88,1.17,0,0.0302,0,1,410,6
19,0000-00-00,30,13519.50943,54.72,34.16,88.88,1.17,0,0.0302,0,1,411,7
19,0000-00-00,30,13464.79402,54.85,34.02,88.88,1.17,0,0.0302,0,1,412,8
19,0000-00-00,30,13409.94036,54.99,33.89,88.88,1.17,0,0.0302,0,1,413,9
19,0000-00-00,30,13354.94808,55.13,33.75,88.88,1.17,0,0.0302,0,1,414,10
19,0000-00-00,30,13299.81684,55.27,33.61,88.88,1.17,0,0.0302,0,1,415,11
19,0000-00-00,30,13244.54627,55.41,33.47,88.88,1.17,0,0.0302,0,1,416,12
20,0000-00-00,30,13433.37,22.43,87.78,110.21,41.51,110.21,0.0627,0,1,417,0
20,0000-00-00,30,13410.94,40.81,70.19,111,41.51,110.21,0.0627,0,1,418,1
20,0000-00-00,30,13370.12942,41.08,70.07,111.15,41.51,110.21,0.0627,0,1,419,2
20,0000-00-00,30,13329.0493,41.3,69.86,111.15,41.51,110.21,0.0627,0,1,420,3
20,0000-00-00,30,13287.7537,41.51,69.64,111.16,41.51,110.21,0.0627,0,1,421,4
20,0000-00-00,30,13246.24166,41.73,69.43,111.16,41.51,110.21,0.0627,0,1,422,5
20,0000-00-00,30,13204.51204,41.95,69.21,111.16,41.51,110.21,0.0627,0,1,423,6
20,0000-00-00,30,13162.5637,42.17,68.99,111.16,41.51,110.21,0.0627,0,1,424,7
20,0000-00-00,30,13120.39547,42.39,68.77,111.16,41.51,110.21,0.0627,0,1,425,8
20,0000-00-00,30,13078.00621,42.61,68.55,111.17,41.51,110.21,0.0627,0,1,426,9
20,0000-00-00,30,13035.39475,42.83,68.33,111.17,41.51,110.21,0.0627,0,1,427,10
20,0000-00-00,30,12992.55992,43.06,68.11,111.17,41.51,110.21,0.0627,0,1,428,11
20,0000-00-00,30,12949.50053,43.29,67.89,111.17,41.51,110.21,0.0627,0,1,429,12
21,0000-00-00,50,16263.88,0,0,0,41.69,0,0.0302,0,1,430,0
21,0000-00-00,50,16263.88,0,0,95.39,82.62,0,0.0302,0,1,431,1
21,0000-00-00,50,16263.88,0,0,95.71,123.55,0,0.0302,0,1,432,2
21,0000-00-00,50,16263.88,0,0,96.04,164.48,0,0.0302,0,1,433,3
21,0000-00-00,50,16263.88,0,0,96.36,205.41,0,0.0302,0,1,434,4
21,0000-00-00,33,16263.88,0,0,96.69,246.34,0,0.0302,0,1,435,5
21,0000-00-00,40,16263.88,0,0,97.02,287.27,0,0.0302,0,1,436,6
21,0000-00-00,40,16263.88,0,0,97.36,328.21,0,0.0302,0,1,437,7
21,0000-00-00,33,16263.88,0,0,97.7,369.14,0,0.0302,0,1,438,8
21,0000-00-00,40,16263.88,0,0,98.04,410.07,0,0.0302,0,1,439,9
21,0000-00-00,40,16263.88,0,0,98.39,451,0,0.0302,0,1,440,10
21,0000-00-00,40,16263.88,0,0,98.74,491.93,0,0.0302,0,1,441,11
21,0000-00-00,40,16263.88,0,0,99.09,532.86,0,0.0302,0,1,442,12
22,0000-00-00,30,23461.28,92.91,36.39,129.3,19.88,129.3,0.0207,0,1,443,0
22,0000-00-00,30,23368.37,89.73,40.47,130.2,19.88,129.3,0.0207,0,1,444,1
22,0000-00-00,30,23278.64202,89.87,40.31,130.18,19.88,129.3,0.0207,0,1,445,2
22,0000-00-00,30,23188.7715,90.03,40.16,130.18,19.88,129.3,0.0207,0,1,446,3
22,0000-00-00,30,23098.74539,90.18,40,130.18,19.88,129.3,0.0207,0,1,447,4
22,0000-00-00,50,23008.56339,0,0,130.18,59.73,129.3,0.0207,0,1,448,5
22,0000-00-00,50,23008.56339,0,0,130.18,99.42,129.3,0.0207,0,1,449,6
22,0000-00-00,50,23008.56339,0,0,130.7,139.1,129.3,0.0207,0,1,450,7
22,0000-00-00,50,23008.56339,0,0,131.22,178.79,129.3,0.0207,0,1,451,8
22,0000-00-00,50,23008.56339,0,0,131.74,218.48,129.3,0.0207,0,1,452,9
22,0000-00-00,50,23008.56339,0,0,132.27,258.17,129.3,0.0207,0,1,453,10
22,0000-00-00,50,23008.56339,0,0,132.81,297.86,129.3,0.0207,0,1,454,11
22,0000-00-00,90,0,22968.87,39.69,133.34,337.55,129.3,0.0207,22875.22,1,455,12
23,0000-00-00,30,11926.46,39.95,35.75,75.7,19.54,75.7,0.0377,0,1,456,0
23,0000-00-00,30,11886.51,38.67,37.47,76.14,19.54,75.7,0.0377,0,1,457,1
23,0000-00-00,30,11847.84316,38.78,37.34,76.13,19.54,75.7,0.0377,0,1,458,2
23,0000-00-00,30,11809.05903,38.91,37.22,76.13,19.54,75.7,0.0377,0,1,459,3
23,0000-00-00,30,11770.15267,39.03,37.1,76.13,19.54,75.7,0.0377,0,1,460,4
23,0000-00-00,30,11731.12368,39.15,36.98,76.13,19.54,75.7,0.0377,0,1,461,5
23,0000-00-00,30,11691.97166,39.28,36.86,76.13,19.54,75.7,0.0377,0,1,462,6
23,0000-00-00,30,11652.69622,39.4,36.73,76.13,19.54,75.7,0.0377,0,1,463,7
23,0000-00-00,30,11613.29698,39.52,36.61,76.13,19.54,75.7,0.0377,0,1,464,8
23,0000-00-00,30,11573.77354,39.65,36.49,76.13,19.54,75.7,0.0377,0,1,465,9
23,0000-00-00,30,11534.12551,39.77,36.36,76.13,19.54,75.7,0.0377,0,1,466,10
23,0000-00-00,30,11494.35249,39.9,36.24,76.13,19.54,75.7,0.0377,0,1,467,11
23,0000-00-00,30,11454.45408,40.02,36.11,76.14,19.54,75.7,0.0377,0,1,468,12
24,0000-00-00,30,1281.2,47.45,2.55,50,1.36,50,0.0252,0,1,469,0
24,0000-00-00,90,0,1278.61,2.59,52.66,4.05,50,0.0252,1228.54,1,470,1
24,0000-00-00,90,0,0,0,50,4.05,50,0.0252,-50,1,471,2
24,0000-00-00,90,0,0,0,50,4.05,50,0.0252,-50,1,472,3
24,0000-00-00,90,0,0,0,50,4.05,50,0.0252,-50,1,473,4
24,0000-00-00,90,0,0,0,50,4.05,50,0.0252,-50,1,474,5
24,0000-00-00,90,0,0,0,50,4.05,50,0.0252,-50,1,475,6
24,0000-00-00,90,0,0,0,50,4.05,50,0.0252,-50,1,476,7
24,0000-00-00,90,0,0,0,50,4.05,50,0.0252,-50,1,477,8
24,0000-00-00,90,0,0,0,50,4.05,50,0.0252,-50,1,478,9
24,0000-00-00,90,0,0,0,50,4.05,50,0.0252,-50,1,479,10
24,0000-00-00,90,0,0,0,50,4.05,50,0.0252,-50,1,480,11
24,0000-00-00,90,0,0,0,50,4.05,50,0.0252,-50,1,481,12
25,0000-00-00,73,21387.48,0,0,233.38,9984.22,233.38,0.1027,0,1,482,0
25,0000-00-00,73,21387.48,0,0,236.2,10167.26,233.38,0.1027,0,1,483,1
25,0000-00-00,73,21387.48,0,0,236.79,10350.3,233.38,0.1027,0,1,484,2
25,0000-00-00,73,21387.48,0,0,237.39,10533.34,233.38,0.1027,0,1,485,3
25,0000-00-00,73,21387.48,0,0,237.99,10716.38,233.38,0.1027,0,1,486,4
25,0000-00-00,73,21387.48,0,0,238.61,10899.43,233.38,0.1027,0,1,487,5
25,0000-00-00,73,21387.48,0,0,239.23,11082.47,233.38,0.1027,0,1,488,6
25,0000-00-00,33,21387.48,0,0,239.86,11265.51,233.38,0.1027,0,1,489,7
25,0000-00-00,33,21387.48,0,0,240.5,11448.55,233.38,0.1027,0,1,490,8
25,0000-00-00,33,21387.48,0,0,241.15,11631.59,233.38,0.1027,0,1,491,9
25,0000-00-00,33,21387.48,0,0,241.8,11814.63,233.38,0.1027,0,1,492,10
25,0000-00-00,33,21387.48,0,0,242.47,11997.67,233.38,0.1027,0,1,493,11
25,0000-00-00,33,21387.48,0,0,243.14,12180.71,233.38,0.1027,0,1,494,12
26,0000-00-00,73,9738.68,0,0,83.61,2760.57,83.61,0.0627,0,1,495,0
26,0000-00-00,73,9738.68,0,0,85.05,2811.45,83.61,0.0627,0,1,496,1
26,0000-00-00,73,9738.68,0,0,85.35,2862.34,83.61,0.0627,0,1,497,2
26,0000-00-00,73,9738.68,0,0,85.65,2913.22,83.61,0.0627,0,1,498,3
26,0000-00-00,73,9738.68,0,0,85.96,2964.11,83.61,0.0627,0,1,499,4
26,0000-00-00,73,9738.68,0,0,86.27,3014.99,83.61,0.0627,0,1,500,5
26,0000-00-00,73,9738.68,0,0,86.59,3065.88,83.61,0.0627,0,1,501,6
26,0000-00-00,33,9738.68,0,0,86.91,3116.76,83.61,0.0627,0,1,502,7
26,0000-00-00,33,9738.68,0,0,87.23,3167.65,83.61,0.0627,0,1,503,8
26,0000-00-00,33,9738.68,0,0,87.55,3218.53,83.61,0.0627,0,1,504,9
26,0000-00-00,33,9738.68,0,0,87.89,3269.42,83.61,0.0627,0,1,505,10
26,0000-00-00,33,9738.68,0,0,88.22,3320.3,83.61,0.0627,0,1,506,11
26,0000-00-00,33,9738.68,0,0,88.56,3371.19,83.61,0.0627,0,1,507,12
27,0000-00-00,33,20308.31,0,0,164.47,297.96,164.47,0.0687,0,1,508,0
27,0000-00-00,33,20308.31,0,0,166.05,414.23,164.47,0.0687,0,1,509,1
27,0000-00-00,40,20308.31,0,0,166.46,530.49,164.47,0.0687,0,1,510,2
27,0000-00-00,40,20308.31,0,0,166.87,646.76,164.47,0.0687,0,1,511,3
27,0000-00-00,40,20308.31,0,0,167.29,763.02,164.47,0.0687,0,1,512,4
27,0000-00-00,40,20308.31,0,0,167.71,879.29,164.47,0.0687,0,1,513,5
27,0000-00-00,40,20308.31,0,0,168.14,995.55,164.47,0.0687,0,1,514,6
27,0000-00-00,40,20308.31,0,0,168.57,1111.82,164.47,0.0687,0,1,515,7
27,0000-00-00,33,20308.31,0,0,169,1228.08,164.47,0.0687,0,1,516,8
27,0000-00-00,33,20308.31,0,0,169.44,1344.35,164.47,0.0687,0,1,517,9
27,0000-00-00,33,20308.31,0,0,169.89,1460.61,164.47,0.0687,0,1,518,10
27,0000-00-00,33,20308.31,0,0,170.34,1576.88,164.47,0.0687,0,1,519,11
27,0000-00-00,33,20308.31,0,0,170.79,1693.14,164.47,0.0687,0,1,520,12
28,0000-00-00,30,3726.47,34.29,15.71,50,8.53,50,0.0517,0,1,521,0
28,0000-00-00,30,3692.18,34.44,16.05,50.5,8.53,50,0.0517,0,1,522,1
28,0000-00-00,30,3657.736194,34.59,15.91,50.5,8.53,50,0.0517,0,1,523,2
28,0000-00-00,30,3623.142552,34.74,15.76,50.5,8.53,50,0.0517,0,1,524,3
28,0000-00-00,30,3588.398446,34.9,15.61,50.5,8.53,50,0.0517,0,1,525,4
28,0000-00-00,30,3553.503201,35.05,15.46,50.51,8.53,50,0.0517,0,1,526,5
28,0000-00-00,30,3518.45614,35.2,15.31,50.51,8.53,50,0.0517,0,1,527,6
28,0000-00-00,90,0,3503.45,15.01,50.51,23.69,50,0.0517,3467.94,1,528,7
28,0000-00-00,90,0,0,0,50,23.69,50,0.0517,-50,1,529,8
28,0000-00-00,90,0,0,0,50,23.69,50,0.0517,-50,1,530,9
28,0000-00-00,90,0,0,0,50,23.69,50,0.0517,-50,1,531,10
28,0000-00-00,90,0,0,0,50,23.69,50,0.0517,-50,1,532,11
28,0000-00-00,90,0,0,0,50,23.69,50,0.0517,-50,1,533,12
29,0000-00-00,50,21874.54,0,0,0,193.61,0,0.0302,0,1,534,0
29,0000-00-00,50,21874.54,0,0,123.42,248.66,0,0.0302,0,1,535,1
29,0000-00-00,50,21874.54,0,0,123.81,303.71,0,0.0302,0,1,536,2
29,0000-00-00,33,21874.54,0,0,124.2,358.76,0,0.0302,0,1,537,3
29,0000-00-00,40,21874.54,0,0,124.59,413.81,0,0.0302,0,1,538,4
29,0000-00-00,40,21874.54,0,0,124.99,468.86,0,0.0302,0,1,539,5
29,0000-00-00,40,21874.54,0,0,125.39,523.92,0,0.0302,0,1,540,6
29,0000-00-00,40,21874.54,0,0,125.79,578.97,0,0.0302,0,1,541,7
29,0000-00-00,40,21874.54,0,0,126.2,634.02,0,0.0302,0,1,542,8
29,0000-00-00,30,22508.55741,0,55.05,126.61,0,0,0.0302,0,1,543,9
29,0000-00-00,30,22508.55741,0,56.65,130.71,0,0,0.0302,0,1,544,10
29,0000-00-00,30,22508.55741,0,56.65,131.14,0,0,0.0302,0,1,545,11
29,0000-00-00,30,22508.55741,0,56.65,131.58,0,0,0.0302,0,1,546,12
31,0000-00-00,30,12981.6,45.63,44.37,89.14,25.46,89.14,0.0377,0.86,1,547,0
31,0000-00-00,30,12935.97,49.02,40.78,89.8,25.46,89.14,0.0377,0,1,548,1
31,0000-00-00,30,12886.94909,49.19,40.64,89.83,25.46,89.14,0.0377,0,1,549,2
31,0000-00-00,30,12837.76129,49.34,40.49,89.83,25.46,89.14,0.0377,0,1,550,3
31,0000-00-00,30,12788.41831,49.5,40.33,89.83,25.46,89.14,0.0377,0,1,551,4
31,0000-00-00,30,12738.91972,49.65,40.18,89.83,25.46,89.14,0.0377,0,1,552,5
31,0000-00-00,30,12689.26501,49.81,40.02,89.83,25.46,89.14,0.0377,0,1,553,6
31,0000-00-00,30,12639.4537,49.97,39.87,89.83,25.46,89.14,0.0377,0,1,554,7
31,0000-00-00,30,12589.48527,50.13,39.71,89.83,25.46,89.14,0.0377,0,1,555,8
31,0000-00-00,30,12539.35924,50.28,39.55,89.84,25.46,89.14,0.0377,0,1,556,9
31,0000-00-00,30,12489.0751,50.44,39.39,89.84,25.46,89.14,0.0377,0,1,557,10
31,0000-00-00,30,12438.63235,50.6,39.24,89.84,25.46,89.14,0.0377,0,1,558,11
